"РЕГИОН","МАРКА","МОДЕЛ","БЕНЗИН-нови","БЕНЗИН-употр.","БЕНЗИН/ГАЗ-нови","БЕНЗИН/ГАЗ-употр.","ДИЗЕЛ-нови","ДИЗЕЛ-употр.","ДИЗЕЛ/ПРИРОДЕН ГАЗ-нови","ДИЗЕЛ/ПРИРОДЕН ГАЗ-употр.","ЕЛЕКТРОДВИГАТЕЛ-нови","ЕЛЕКТРОДВИГАТЕЛ-употр.","ГАЗ-нови","ГАЗ-употр.","ВТЕЧНЕН НЕФТЕН ГАЗ-нови","ВТЕЧНЕН НЕФТЕН ГАЗ-употр.","КОМПРЕСИРАН ПРИРОДЕН ГАЗ-нови","КОМПРЕСИРАН ПРИРОДЕН ГАЗ-употр.","ЕТАНОЛ-нови","ЕТАНОЛ-употр.","ВОДОРОД И ПРИРОДЕН ГАЗ-нови","ВОДОРОД И ПРИРОДЕН ГАЗ-употр.","ВОДОРОД/ЕЛЕКТРИЧЕСТВО-нови","ВОДОРОД/ЕЛЕКТРИЧЕСТВО-употр.","БИОГОРИВО-нови","БИОГОРИВО-употр.","БЕНЗИН/ЕЛЕКТРИЧЕСТВО-нови","БЕНЗИН/ЕЛЕКТРИЧЕСТВО-употр.","ДИЗЕЛ/ЕЛЕКТРИЧЕСТВО-нови","ДИЗЕЛ/ЕЛЕКТРИЧЕСТВО-употр.","ПРИРОДЕН ГАЗ-нови","ПРИРОДЕН ГАЗ-употр.","БЕНЗИН/ВТЕЧНЕН НЕФТЕН ГАЗ-нови","БЕНЗИН/ВТЕЧНЕН НЕФТЕН ГАЗ-употр.","БЕНЗИН/ПРИРОДЕН ГАЗ-нови","БЕНЗИН/ПРИРОДЕН ГАЗ-употр.","ВОДОРОДНО ГОРИВО-нови","ВОДОРОДНО ГОРИВО-употр.","БЕНЗИН/ВОДОРОД-нови","БЕНЗИН/ВОДОРОД-употр.","БЕНЗИН/Е85-нови","БЕНЗИН/Е85-употр.","ДИЗЕЛ/ВТЕЧНЕН НЕФТЕН ГАЗ-нови","ДИЗЕЛ/ВТЕЧНЕН НЕФТЕН ГАЗ-употр.","БЕНЗИН/ЕЛЕКТРИЧЕСТВО/ВТЕЧНЕН НЕФТЕН ГАЗ-нови","БЕНЗИН/ЕЛЕКТРИЧЕСТВО/ВТЕЧНЕН НЕФТЕН ГАЗ-употр.","БЕНЗИН/КОМПРЕСИРАН ПРИРОДЕН ГАЗ/ВТЕЧНЕН НЕФТЕН ГАЗ-нови","БЕНЗИН/КОМПРЕСИРАН ПРИРОДЕН ГАЗ/ВТЕЧНЕН НЕФТЕН ГАЗ-употр.","ВОДОРОД/ЕЛЕКТРИЧЕСТВО-нови","ВОДОРОД/ЕЛЕКТРИЧЕСТВО-употр.","ПРИРОДЕН ГАЗ/ВТЕЧНЕН НЕФТЕН ГАЗ-нови","ПРИРОДЕН ГАЗ/ВТЕЧНЕН НЕФТЕН ГАЗ-употр.","ДРУГО ГОРИВО-нови","ДРУГО ГОРИВО-употр.","общо-нови","общо-употр."
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х 6 Х ДРАЙВ 40 Д","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х РЕИХЕ","0","5","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х1 М35И ХДРАЙВ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х1 С ДРАЙВ 18 Д","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х1 С ДРАЙВ 18Д","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х1 ХДРАЙВ 18Д","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х1 ХДРАЙВ20Д","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х2 СДРАЙВ18И","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х2 СДРАЙВ20Д","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х2 ХДРАЙВ 18Д","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х3 20Д ХДРАЙВ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х3 3.0 Д","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х3 М40И","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х3 Х ДРАЙВ 20 И","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х3 ХДРАЙВ 18Д","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х3 ХДРАЙВ 35 И","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х4 ХДРАЙВ 20Д","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х4 ХДРАЙВ30И","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х5 3.0 Д","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х5 М50И","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х5 Х ДРАЙВ 40Д","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х5 ХДРАЙВ 35Д","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х5 ХДРАЙВ40И","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х5 ХДРАЙВ50Е","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х6 М 50Д","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х6 Х ДРАЙВ 40 Д","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х6 ХДРАЙВ30Д М СПОРТ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х7 М60И ХДРАЙВ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Х7 ХДРАЙВ40Д","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Ц 400 Х","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ВЕЛИКО ТЪРНОВО","БМВ","БМВ Ц 650 ГТ","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ВЕЛИКО ТЪРНОВО","БМВ И","БМВ И И3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БМВ И","БМВ И И3С","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ВЕЛИКО ТЪРНОВО","БОЕКЕР","БОЕКЕР ХД 25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БОМБАРДИЕР","БОМБАРДИЕР КАН АМ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БРЕНДЕРУП","БРЕНДЕРУП 1202 Р","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БРЕНДЕРУП","БРЕНДЕРУП 7300ТБ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БРЕНДЕРУП","БРЕНДЕРУП А 01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БРЕНДЕРУП","БРЕНДЕРУП А 1500 Т","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БРЕНДЕРУП","БРЕНДЕРУП КИПИ 200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БРЕНДЕРУП","БРЕНДЕРУП Ф8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БРИКСТЪН","БРИКСТЪН КРОМУЕЛ 250","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БРОСХУИС","БРОШУИС МФЦЦ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"ВЕЛИКО ТЪРНОВО","БТЦ","БТЦ РИВА","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","БЬОКЕР","БЬОКЕР ХД 26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БЬОКМАН","БЬОКМАН НП2.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БЮРСТНЕР","БЮРСТНЕР 3551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БЮРСТНЕР","БЮРСТНЕР 4261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БЮРСТНЕР","БЮРСТНЕР 4424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БЮРСТНЕР","БЮРСТНЕР 4505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БЮРСТНЕР","БЮРСТНЕР УОПЛИСТ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","БЮРСТНЕР","БЮРСТНЕР ФИАТ 3030","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","ВА","ВА 2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","ВА","ВА 500 СЛ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","ВААС","ВААС А 2 С 40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0"
"ВЕЛИКО ТЪРНОВО","ВАП","ВАПП ПАВ 2.46 Б","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","ВАРИАНТ АС","ВАРИАНТ АС 756АС","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"ВЕЛИКО ТЪРНОВО","ВЕЙДЖЕР","ВЕЙДЖЕР В 2000 Б","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","ВЕЛДХЮЗЕН","ВЕЛДХЮЗЕН П33 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"ВЕЛИКО ТЪРНОВО","ВЕНИТРАЙЛЕРС","ВЕНИТРАЙЛЕРС ВТ01ДЦ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","7","0"
"ВЕЛИКО ТЪРНОВО","ВЕСТА","ВЕСТА МД","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0"
"ВЕЛИКО ТЪРНОВО","ВЕСТА","ВЕСТА МЕ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","16","0"
"ВЕЛИКО ТЪРНОВО","ВЕСТА","ВЕСТА МК","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0"
"ВЕЛИКО ТЪРНОВО","ВЕСТФАЛИЯ","ВЕСТФАЛИЯ 138 012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","ВЕСТФАЛИЯ","ВЕСТФАЛИЯ ВЕРКЕ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","ВИКТОРИ","ВИКТОРИ КРОС КЪНТРИ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","ВИЛТОН","ВИЛТОН НВ 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"ВЕЛИКО ТЪРНОВО","ВЛЕМИКС","ВЛЕМИКС В3А","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"ВЕЛИКО ТЪРНОВО","ВМ МАЙЕР","ВМ МАЙЕР АКБ 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ВЕЛИКО ТЪРНОВО","ВОКСХОЛ","ВОКСХОЛ ВИВАРО","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","ВОКСХОЛ","ВОКСХОЛ ВИВАРО 2900 ЦДТИ","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","ВОКСХОЛ","ВОКСХОЛ ЗАФИРА","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","ВОКСХОЛ","ВОКСХОЛ ИНСИГНИА","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ВЕЛИКО ТЪРНОВО","ВОЛВО","ВОЛВО 940","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","ВОЛВО","ВОЛВО В 40","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"ВЕЛИКО ТЪРНОВО","ВОЛВО","ВОЛВО В 40 КРОС КЪНТРИ","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","ВОЛВО","ВОЛВО В 50","0","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"ВЕЛИКО ТЪРНОВО","ВОЛВО","ВОЛВО В 50 2.0 Д","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ВЕЛИКО ТЪРНОВО","ВОЛВО","ВОЛВО В 50 2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ВЕЛИКО ТЪРНОВО","ВОЛВО","ВОЛВО В 60","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
